gia,dienTich,giaMoiM2,soPhongNgu,soWC,phuong,quan
4.3,52.0,82.69,2,2,Mỹ Đình 2,Nam Từ Liêm
7.2,102.0,70.59,3,2,Mỹ Đình 2,Nam Từ Liêm
7.8,92.7,84.14,3,2,Mỹ Đình 2,Nam Từ Liêm
12.1,110.0,110.0,3,3,Mễ Trì,Nam Từ Liêm
8.35,93.0,89.78,2,2,Mỹ Đình 2,Nam Từ Liêm
2.55,46.5,54.84,1,1,Tây Mỗ,Nam Từ Liêm
6.5,83.0,78.31,3,2,Mỹ Đình 2,Nam Từ Liêm
6.5,103.0,63.11,3,2,Trung Văn,Nam Từ Liêm
5.5,75.0,73.33,3,2,Tây Mỗ,Nam Từ Liêm
4.3,86.5,49.71,2,2,Phương Canh,Nam Từ Liêm
2.1,32.0,65.62,1,1,Tây Mỗ,Nam Từ Liêm
4.2,69.0,60.87,2,2,Mễ Trì,Nam Từ Liêm
5.65,75.0,75.33,2,2,Mỹ Đình 2,Nam Từ Liêm
4.3,86.5,49.71,2,2,Phương Canh,Nam Từ Liêm
5.45,80.0,68.12,2,2,Mỹ Đình 2,Nam Từ Liêm
2.35,72.4,32.46,3,2,Trung Văn,Nam Từ Liêm
7.8,78.0,100.0,2,2,Mễ Trì,Nam Từ Liêm
3.2,55.0,58.18,2,1,Mỹ Đình 2,Nam Từ Liêm
3.2,48.0,66.67,1,1,Tây Mỗ,Nam Từ Liêm
5.0,70.0,71.43,2,2,Đại Mỗ,Nam Từ Liêm
2.68,43.2,62.04,2,1,Tây Mỗ,Nam Từ Liêm
3.05,57.3,53.23,2,2,Phương Canh,Nam Từ Liêm
6.91,144.0,48.0,3,3,Mỹ Đình 2,Nam Từ Liêm
2.79,47.6,58.61,1,1,Tây Mỗ,Nam Từ Liêm
4.5,67.0,67.16,2,2,Cầu Diễn,Nam Từ Liêm
6.79,79.0,85.95,2,2,Cầu Diễn,Nam Từ Liêm
4.3,78.0,55.13,2,1,Cầu Diễn,Nam Từ Liêm
4.3,57.0,75.44,2,2,Mỹ Đình 2,Nam Từ Liêm
4.5,67.0,67.16,2,2,Mỹ Đình 2,Nam Từ Liêm
3.6,38.0,94.74,1,1,Mễ Trì,Nam Từ Liêm
4.22,65.0,64.92,2,2,Tây Mỗ,Nam Từ Liêm
6.4,92.7,69.04,3,2,Mỹ Đình 2,Nam Từ Liêm
5.5,107.0,51.4,3,2,Cầu Diễn,Nam Từ Liêm
6.5,110.0,59.09,3,2,Cầu Diễn,Nam Từ Liêm
11.85,145.0,81.72,4,3,Phú Đô,Nam Từ Liêm
12.0,150.0,80.0,4,3,Phú Đô,Nam Từ Liêm
3.06,47.8,64.02,1,1,Tây Mỗ,Nam Từ Liêm
21.5,186.0,115.59,4,4,Mỹ Đình 2,Nam Từ Liêm
4.4,80.0,55.0,3,2,Cầu Diễn,Nam Từ Liêm
5.0,78.0,64.1,2,2,Đại Mỗ,Nam Từ Liêm
2.68,42.9,62.47,2,1,Tây Mỗ,Nam Từ Liêm
5.2,75.0,69.33,3,2,Tây Mỗ,Nam Từ Liêm
1.55,50.0,31.0,2,2,Trung Văn,Nam Từ Liêm
6.5,90.0,72.22,3,2,Cầu Diễn,Nam Từ Liêm
5.0,67.0,74.63,2,2,Mỹ Đình 2,Nam Từ Liêm
7.0,100.0,70.0,3,2,Mỹ Đình 2,Nam Từ Liêm
6.9,104.0,66.35,3,2,Trung Văn,Nam Từ Liêm
6.1,80.0,76.25,3,2,Tây Mỗ,Nam Từ Liêm
5.0,70.0,71.43,2,2,Đại Mỗ,Nam Từ Liêm
2.98,43.2,68.98,2,1,Tây Mỗ,Nam Từ Liêm
8.4,135.0,62.22,3,2,Cầu Diễn,Nam Từ Liêm
5.0,96.0,52.08,3,2,Trung Văn,Nam Từ Liêm
6.33,89.1,71.0,3,2,Mỹ Đình 2,Nam Từ Liêm
10.9,156.0,69.87,4,2,Mễ Trì,Nam Từ Liêm
9.0,100.0,90.0,3,2,Mỹ Đình 1,Nam Từ Liêm
6.65,133.0,50.0,3,2,Mỹ Đình 2,Nam Từ Liêm
9.3,113.0,82.3,3,2,Mễ Trì,Nam Từ Liêm
7.8,104.0,75.0,3,2,Mỹ Đình 2,Nam Từ Liêm
6.6,112.0,58.93,3,2,Cầu Diễn,Nam Từ Liêm
4.0,66.0,60.61,2,2,Tây Mỗ,Nam Từ Liêm
1.65,28.0,58.93,1,1,Tây Mỗ,Nam Từ Liêm
5.8,83.1,69.8,3,2,Tây Mỗ,Nam Từ Liêm
5.18,70.0,74.0,2,2,Trung Văn,Nam Từ Liêm
5.0,70.0,71.43,2,2,Đại Mỗ,Nam Từ Liêm
3.3,52.9,62.38,2,1,Đại Mỗ,Nam Từ Liêm
4.1,64.4,63.66,2,2,Tây Mỗ,Nam Từ Liêm
4.85,75.0,64.67,3,2,Tây Mỗ,Nam Từ Liêm
5.9,80.0,73.75,2,2,Cầu Diễn,Nam Từ Liêm
5.35,104.0,51.44,3,2,Cầu Diễn,Nam Từ Liêm
8.0,81.0,98.76,2,2,Mỹ Đình 1,Nam Từ Liêm
4.35,64.0,67.97,2,2,Tây Mỗ,Nam Từ Liêm
7.0,110.0,63.64,3,3,Đại Mỗ,Nam Từ Liêm
5.72,88.0,65.0,3,2,Trung Văn,Nam Từ Liêm
7.0,115.0,60.87,3,2,Trung Văn,Nam Từ Liêm
4.5,85.0,52.94,2,2,Trung Văn,Nam Từ Liêm
5.7,72.0,79.17,2,2,Phú Đô,Nam Từ Liêm
3.8,61.0,62.3,2,2,Mễ Trì,Nam Từ Liêm
1.25,45.0,27.78,2,1,Mễ Trì,Nam Từ Liêm
6.1,66.0,92.42,2,1,Mễ Trì,Nam Từ Liêm
2.76,43.0,64.19,1,1,Tây Mỗ,Nam Từ Liêm
6.0,80.0,75.0,2,2,Cầu Diễn,Nam Từ Liêm
5.0,62.0,80.64,2,2,Tây Mỗ,Nam Từ Liêm
7.0,110.0,63.64,3,2,Mỹ Đình 2,Nam Từ Liêm
3.4,55.0,61.82,2,1,Mỹ Đình 2,Nam Từ Liêm
4.0,66.0,60.61,2,2,Mỹ Đình 2,Nam Từ Liêm
9.0,142.6,63.11,4,3,Mễ Trì,Nam Từ Liêm
6.5,126.0,51.59,3,2,Trung Văn,Nam Từ Liêm
4.8,110.0,43.64,3,2,Trung Văn,Nam Từ Liêm
4.6,77.0,59.74,2,2,Đại Mỗ,Nam Từ Liêm
6.5,120.0,54.17,3,2,Trung Văn,Nam Từ Liêm
5.4,80.0,67.5,3,2,Tây Mỗ,Nam Từ Liêm
7.0,120.0,58.33,4,2,Trung Văn,Nam Từ Liêm
4.4,66.0,66.67,2,2,Cầu Diễn,Nam Từ Liêm
6.5,80.0,81.25,3,2,Tây Mỗ,Nam Từ Liêm
2.9,40.0,72.5,1,1,Mễ Trì,Nam Từ Liêm
6.3,91.5,68.85,3,2,Cầu Diễn,Nam Từ Liêm
7.0,100.0,70.0,3,2,Đại Mỗ,Nam Từ Liêm
4.7,70.0,67.14,2,2,Đại Mỗ,Nam Từ Liêm
3.8,75.0,50.67,2,2,Mễ Trì,Nam Từ Liêm
4.5,65.0,69.23,2,2,Mỹ Đình 2,Nam Từ Liêm
2.3,31.7,72.56,1,1,Tây Mỗ,Nam Từ Liêm
4.9,70.0,70.0,2,2,Đại Mỗ,Nam Từ Liêm
4.5,60.7,74.14,2,2,Cầu Diễn,Nam Từ Liêm
5.76,96.0,60.0,3,2,Trung Văn,Nam Từ Liêm
7.0,115.0,60.87,3,2,Trung Văn,Nam Từ Liêm
5.0,75.0,66.67,2,2,Trung Văn,Nam Từ Liêm
5.8,107.0,54.21,3,2,Cầu Diễn,Nam Từ Liêm
4.99,75.0,66.53,2,2,Trung Văn,Nam Từ Liêm
4.75,70.0,67.86,2,2,Trung Văn,Nam Từ Liêm
7.0,103.0,67.96,3,3,Đại Mỗ,Nam Từ Liêm
5.0,78.0,64.1,2,2,Đại Mỗ,Nam Từ Liêm
3.3,55.0,60.0,2,1,Tây Mỗ,Nam Từ Liêm
5.95,76.5,77.78,3,2,Mỹ Đình 2,Nam Từ Liêm
7.9,88.0,89.77,2,2,Mễ Trì,Nam Từ Liêm
11.8,148.0,79.73,4,3,Cầu Diễn,Nam Từ Liêm
4.0,77.0,51.95,2,2,Đại Mỗ,Nam Từ Liêm
12.0,158.4,75.76,4,3,Mễ Trì,Nam Từ Liêm
3.9,75.0,52.0,3,2,Trung Văn,Nam Từ Liêm
5.2,83.0,62.65,3,2,Mỹ Đình 2,Nam Từ Liêm
5.05,69.5,72.66,2,2,Mỹ Đình 2,Nam Từ Liêm
7.4,114.0,64.91,3,2,Cầu Diễn,Nam Từ Liêm
19.2,186.0,103.23,5,4,Mỹ Đình 2,Nam Từ Liêm
8.2,135.0,60.74,3,3,Cầu Diễn,Nam Từ Liêm
5.01,66.8,75.0,2,2,Tây Mỗ,Nam Từ Liêm
5.28,83.0,63.61,3,2,Tây Mỗ,Nam Từ Liêm
3.04,43.0,70.58,2,1,Tây Mỗ,Nam Từ Liêm
4.5,81.0,55.56,2,2,Mỹ Đình 2,Nam Từ Liêm
7.8,87.45,89.19,2,2,Mễ Trì,Nam Từ Liêm
3.1,57.2,54.2,2,2,Phương Canh,Nam Từ Liêm
5.5,99.0,55.56,3,2,Mỹ Đình 2,Nam Từ Liêm
8.0,104.0,76.92,3,2,Mỹ Đình 2,Nam Từ Liêm
4.1,63.0,65.08,2,2,Tây Mỗ,Nam Từ Liêm
6.5,80.0,81.25,3,2,Tây Mỗ,Nam Từ Liêm
12.5,135.0,92.59,4,3,Mễ Trì,Nam Từ Liêm
15.85,194.0,81.7,4,3,Tây Mỗ,Nam Từ Liêm
10.55,136.0,77.54,4,3,Tây Mỗ,Nam Từ Liêm
3.1,42.2,73.46,1,1,Tây Mỗ,Nam Từ Liêm
4.8,44.9,106.9,1,1,Mỹ Đình 1,Nam Từ Liêm
8.2,115.0,71.3,3,2,Cầu Diễn,Nam Từ Liêm
5.8,127.0,45.67,3,3,Mỹ Đình 2,Nam Từ Liêm
7.3,103.4,70.6,2,2,Mỹ Đình 2,Nam Từ Liêm
7.0,102.0,68.63,2,2,Mỹ Đình 2,Nam Từ Liêm
6.8,115.0,59.13,3,2,Mỹ Đình 2,Nam Từ Liêm
3.9,70.0,55.71,2,2,Mỹ Đình 1,Nam Từ Liêm
8.3,108.64,76.4,3,2,Cầu Diễn,Nam Từ Liêm
3.45,55.0,62.73,2,1,Tây Mỗ,Nam Từ Liêm
1.35,50.0,27.0,2,1,Mỹ Đình 1,Nam Từ Liêm
5.6,96.0,58.33,3,2,Trung Văn,Nam Từ Liêm
3.2,48.0,66.67,1,1,Tây Mỗ,Nam Từ Liêm
3.19,54.7,58.32,2,1,Tây Mỗ,Nam Từ Liêm
7.0,159.0,44.02,3,3,Mỹ Đình 2,Nam Từ Liêm
5.5,83.0,66.26,2,2,Mỹ Đình 2,Nam Từ Liêm
6.2,129.0,48.06,3,2,Cầu Diễn,Nam Từ Liêm
3.8,54.0,70.37,2,1,Tây Mỗ,Nam Từ Liêm
3.1,43.0,72.09,2,1,Tây Mỗ,Nam Từ Liêm
1.79,31.6,56.65,1,1,Tây Mỗ,Nam Từ Liêm
5.88,120.1,49.0,3,2,Mỹ Đình 2,Nam Từ Liêm
5.6,122.0,45.9,3,2,Cầu Diễn,Nam Từ Liêm
5.0,76.0,65.79,2,2,Trung Văn,Nam Từ Liêm
4.5,78.0,57.69,2,2,Đại Mỗ,Nam Từ Liêm
7.5,147.0,51.02,3,2,Mỹ Đình 2,Nam Từ Liêm
6.8,103.0,66.02,3,2,Đại Mỗ,Nam Từ Liêm
4.9,83.5,58.68,2,2,Cầu Diễn,Nam Từ Liêm
3.42,59.0,57.97,2,2,Tây Mỗ,Nam Từ Liêm
3.79,75.6,50.13,3,2,Tây Mỗ,Nam Từ Liêm
5.0,108.0,46.3,3,2,Trung Văn,Nam Từ Liêm
9.55,108.0,88.43,3,4,Mỹ Đình 2,Nam Từ Liêm
3.18,48.0,66.25,1,1,Tây Mỗ,Nam Từ Liêm
3.22,41.0,78.54,1,1,Tây Mỗ,Nam Từ Liêm
3.2,45.5,70.33,1,1,Tây Mỗ,Nam Từ Liêm
1.55,50.0,31.0,2,2,Trung Văn,Nam Từ Liêm
3.8,70.0,54.29,1,1,Mỹ Đình 2,Nam Từ Liêm
4.8,80.0,60.0,2,2,Mỹ Đình 2,Nam Từ Liêm
5.0,83.0,60.24,3,2,Mỹ Đình 2,Nam Từ Liêm
6.5,100.0,65.0,3,2,Mỹ Đình 2,Nam Từ Liêm
6.8,118.0,57.63,3,2,Mễ Trì,Nam Từ Liêm
8.5,108.0,78.7,3,2,Mỹ Đình 2,Nam Từ Liêm
7.5,105.0,71.43,3,2,Cầu Diễn,Nam Từ Liêm
3.35,54.0,62.04,2,1,Tây Mỗ,Nam Từ Liêm
5.0,78.0,64.1,2,2,Mỹ Đình 2,Nam Từ Liêm
3.19,43.0,74.07,2,1,Tây Mỗ,Nam Từ Liêm
12.5,140.0,89.29,4,3,Mễ Trì,Nam Từ Liêm
3.75,64.0,58.59,2,2,Tây Mỗ,Nam Từ Liêm
6.5,110.0,59.09,3,2,Mỹ Đình 2,Nam Từ Liêm
4.5,62.0,72.58,2,2,Cầu Diễn,Nam Từ Liêm
7.27,103.0,70.56,3,3,Đại Mỗ,Nam Từ Liêm
5.48,76.0,72.1,2,2,Đại Mỗ,Nam Từ Liêm
5.35,76.0,70.4,2,2,Đại Mỗ,Nam Từ Liêm
5.1,69.0,73.91,2,2,Mỹ Đình 2,Nam Từ Liêm
17.5,150.0,116.67,3,2,Mỹ Đình 1,Nam Từ Liêm
4.9,70.0,70.0,2,2,Mỹ Đình 2,Nam Từ Liêm
9.85,100.0,98.5,3,2,Cầu Diễn,Nam Từ Liêm
4.3,64.0,67.19,2,2,Tây Mỗ,Nam Từ Liêm
3.9,78.0,50.0,2,2,Cầu Diễn,Nam Từ Liêm
5.0,97.0,51.55,3,2,Cầu Diễn,Nam Từ Liêm
5.4,127.0,42.52,3,2,Mỹ Đình 2,Nam Từ Liêm
5.8,73.0,79.45,2,2,Phú Đô,Nam Từ Liêm
3.5,48.0,72.92,2,1,Tây Mỗ,Nam Từ Liêm
4.96,76.0,65.26,2,2,Trung Văn,Nam Từ Liêm
5.0,63.0,79.36,2,2,Mễ Trì,Nam Từ Liêm
8.0,114.0,70.18,3,2,Cầu Diễn,Nam Từ Liêm
6.0,132.0,45.46,4,3,Mỹ Đình 1,Nam Từ Liêm
14.0,189.0,74.07,3,2,Mỹ Đình 1,Nam Từ Liêm
5.0,67.0,74.63,2,2,Mỹ Đình 2,Nam Từ Liêm
5.9,83.0,71.08,3,2,Mỹ Đình 2,Nam Từ Liêm
4.0,66.0,60.61,2,2,Mỹ Đình 2,Nam Từ Liêm
8.1,136.0,59.56,3,2,Cầu Diễn,Nam Từ Liêm
3.65,50.0,73.0,1,1,Trung Văn,Nam Từ Liêm
5.4,121.0,44.63,3,2,Cầu Diễn,Nam Từ Liêm
4.1,63.0,65.08,2,2,Tây Mỗ,Nam Từ Liêm
3.99,60.0,66.5,2,2,Tây Mỗ,Nam Từ Liêm
3.4,54.6,62.27,2,2,Tây Mỗ,Nam Từ Liêm
4.7,75.0,62.67,3,2,Tây Mỗ,Nam Từ Liêm
16.0,133.0,120.3,4,3,Mỹ Đình 1,Nam Từ Liêm
4.0,70.0,57.14,2,2,Mễ Trì,Nam Từ Liêm
5.0,44.0,113.64,1,1,Mỹ Đình 1,Nam Từ Liêm
7.0,102.0,68.63,3,2,Mỹ Đình 2,Nam Từ Liêm
5.5,75.0,73.33,2,2,Mỹ Đình 2,Nam Từ Liêm
4.5,75.0,60.0,2,2,Mỹ Đình 2,Nam Từ Liêm
7.5,115.0,65.22,3,2,Mỹ Đình 2,Nam Từ Liêm
4.8,75.0,64.0,2,2,Mỹ Đình 2,Nam Từ Liêm
6.5,110.0,59.09,3,2,Mỹ Đình 2,Nam Từ Liêm
6.5,115.0,56.52,3,2,Mỹ Đình 2,Nam Từ Liêm
4.7,83.0,56.63,2,2,Mỹ Đình 2,Nam Từ Liêm
8.0,186.0,43.01,3,2,Mỹ Đình 2,Nam Từ Liêm
7.4,150.0,49.33,3,2,Mỹ Đình 2,Nam Từ Liêm
8.2,120.0,68.33,3,2,Trung Văn,Nam Từ Liêm
6.8,95.0,71.58,3,2,Mỹ Đình 1,Nam Từ Liêm
7.2,112.0,64.29,3,3,Mễ Trì,Nam Từ Liêm
4.7,83.0,56.63,2,2,Mỹ Đình 2,Nam Từ Liêm
1.71,52.0,32.88,2,1,Trung Văn,Nam Từ Liêm
4.2,62.0,67.74,2,2,Tây Mỗ,Nam Từ Liêm
6.5,115.0,56.52,3,2,Trung Văn,Nam Từ Liêm
4.4,93.0,47.31,3,2,Mỹ Đình 2,Nam Từ Liêm
7.8,107.0,72.9,3,2,Mễ Trì,Nam Từ Liêm
10.0,216.0,46.3,4,3,Mỹ Đình 1,Nam Từ Liêm
7.5,100.0,75.0,3,2,Đại Mỗ,Nam Từ Liêm
6.5,133.0,48.87,3,2,Trung Văn,Nam Từ Liêm
5.0,81.0,61.73,3,2,Tây Mỗ,Nam Từ Liêm
9.0,104.0,86.54,3,2,Mỹ Đình 2,Nam Từ Liêm
5.7,72.0,79.17,2,2,Phú Đô,Nam Từ Liêm
5.7,110.0,51.82,3,2,Mỹ Đình 1,Nam Từ Liêm
17.0,200.0,85.0,3,2,Mỹ Đình 1,Nam Từ Liêm
5.3,86.0,61.63,3,2,Mỹ Đình 2,Nam Từ Liêm
3.0,54.0,55.56,2,1,Mỹ Đình 2,Nam Từ Liêm
6.0,85.0,70.59,3,2,Mỹ Đình 2,Nam Từ Liêm
7.0,102.0,68.63,3,2,Đại Mỗ,Nam Từ Liêm
3.5,63.0,55.56,2,2,Mễ Trì,Nam Từ Liêm
6.0,121.6,49.34,3,2,Cầu Diễn,Nam Từ Liêm
6.0,89.0,67.42,3,2,Mỹ Đình 2,Nam Từ Liêm
3.32,48.0,69.17,2,1,Tây Mỗ,Nam Từ Liêm
5.15,90.0,57.22,3,2,Cầu Diễn,Nam Từ Liêm
6.06,82.5,73.46,3,2,Mỹ Đình 2,Nam Từ Liêm
5.0,62.4,80.13,2,2,Tây Mỗ,Nam Từ Liêm
4.9,87.0,56.32,3,2,Mỹ Đình 1,Nam Từ Liêm
4.5,67.0,67.16,2,2,Mỹ Đình 2,Nam Từ Liêm
5.2,81.0,64.2,3,2,Mễ Trì,Nam Từ Liêm
6.5,125.0,52.0,3,2,Trung Văn,Nam Từ Liêm
6.1,95.0,64.21,3,2,Mỹ Đình 2,Nam Từ Liêm
4.2,72.0,58.33,2,2,Mỹ Đình 2,Nam Từ Liêm
6.7,108.0,62.04,3,2,Vĩnh Tuy,Hai Bà Trưng
3.7,45.0,82.22,1,1,Vĩnh Tuy,Hai Bà Trưng
8.7,141.0,61.7,4,3,Vĩnh Tuy,Hai Bà Trưng
7.5,95.0,78.95,2,2,Vĩnh Tuy,Hai Bà Trưng
7.5,95.6,78.45,3,2,Vĩnh Tuy,Hai Bà Trưng
7.3,95.0,76.84,2,2,Vĩnh Tuy,Hai Bà Trưng
8.5,95.0,89.47,3,2,Vĩnh Tuy,Hai Bà Trưng
6.5,95.0,68.42,3,2,Vĩnh Tuy,Hai Bà Trưng
10.95,110.0,99.54,3,2,Vĩnh Tuy,Hai Bà Trưng
4.65,53.0,87.74,1,1,Vĩnh Tuy,Hai Bà Trưng
5.8,74.83,77.51,2,2,Vĩnh Tuy,Hai Bà Trưng
6.5,128.0,50.78,4,3,Vĩnh Tuy,Hai Bà Trưng
3.6,70.0,51.43,2,2,Quỳnh Mai,Hai Bà Trưng
2.89,55.0,52.54,2,1,Bạch Đằng,Hai Bà Trưng
2.65,50.0,53.0,2,1,Thanh Nhàn,Hai Bà Trưng
4.5,53.0,84.91,1,1,Vĩnh Tuy,Hai Bà Trưng
7.4,95.0,77.9,2,2,Vĩnh Tuy,Hai Bà Trưng
6.15,95.0,64.74,3,2,Vĩnh Tuy,Hai Bà Trưng
11.0,75.0,146.67,8,8,Bách Khoa,Hai Bà Trưng
5.42,113.0,47.96,3,2,Bách Khoa,Hai Bà Trưng
8.3,95.0,87.37,3,2,Vĩnh Tuy,Hai Bà Trưng
7.3,80.0,91.25,2,2,Vĩnh Tuy,Hai Bà Trưng
6.75,95.0,71.05,3,2,Vĩnh Tuy,Hai Bà Trưng
6.8,129.0,52.71,4,3,Vĩnh Tuy,Hai Bà Trưng
7.3,95.0,76.84,3,2,Vĩnh Tuy,Hai Bà Trưng
6.35,68.0,93.38,2,2,Vĩnh Tuy,Hai Bà Trưng
3.93,46.0,85.44,1,1,Vĩnh Tuy,Hai Bà Trưng
11.0,105.0,104.76,3,2,Minh Khai,Hai Bà Trưng
9.3,110.0,84.54,3,2,Vĩnh Tuy,Hai Bà Trưng
7.0,95.0,73.68,2,2,Vĩnh Tuy,Hai Bà Trưng
7.1,81.0,87.65,2,2,Vĩnh Tuy,Hai Bà Trưng
6.0,80.0,75.0,2,2,Minh Khai,Hai Bà Trưng
6.3,74.0,85.14,2,2,Vĩnh Tuy,Hai Bà Trưng
6.5,98.0,66.33,3,3,Minh Khai,Hai Bà Trưng
8.0,127.0,62.99,3,2,Vĩnh Tuy,Hai Bà Trưng
3.75,90.0,41.67,3,1,Đồng Tâm,Hai Bà Trưng
4.7,75.0,62.67,2,2,Minh Khai,Hai Bà Trưng
8.0,98.0,81.63,2,2,Bạch Đằng,Hai Bà Trưng
5.45,115.0,47.39,3,2,Bách Khoa,Hai Bà Trưng
6.35,75.0,84.67,2,2,Vĩnh Tuy,Hai Bà Trưng
7.9,87.0,90.8,2,2,Vĩnh Tuy,Hai Bà Trưng
10.5,160.0,65.62,4,3,Vĩnh Tuy,Hai Bà Trưng
4.65,74.0,62.84,2,2,Minh Khai,Hai Bà Trưng
6.5,74.0,87.84,2,2,Vĩnh Tuy,Hai Bà Trưng
6.2,82.0,75.61,2,2,Vĩnh Tuy,Hai Bà Trưng
5.28,85.0,62.12,3,2,Vĩnh Tuy,Hai Bà Trưng
7.88,115.0,68.52,3,2,Vĩnh Tuy,Hai Bà Trưng
6.58,115.0,57.22,3,2,Vĩnh Tuy,Hai Bà Trưng
4.0,70.0,57.14,2,2,Vĩnh Tuy,Hai Bà Trưng
6.58,118.0,55.76,3,2,Vĩnh Tuy,Hai Bà Trưng
8.6,123.0,69.92,3,2,Vĩnh Tuy,Hai Bà Trưng
14.0,143.0,97.9,4,3,Vĩnh Tuy,Hai Bà Trưng
5.5,113.0,48.67,3,2,Đồng Tâm,Hai Bà Trưng
8.6,104.0,82.69,3,2,Vĩnh Tuy,Hai Bà Trưng
8.73,110.0,79.36,3,2,Vĩnh Tuy,Hai Bà Trưng
8.35,82.0,101.83,2,2,Vĩnh Tuy,Hai Bà Trưng
7.65,72.0,106.25,2,2,Vĩnh Tuy,Hai Bà Trưng
5.75,73.0,78.77,2,2,Vĩnh Tuy,Hai Bà Trưng
5.5,111.0,49.55,3,2,Đồng Tâm,Hai Bà Trưng
7.9,115.0,68.7,3,3,Minh Khai,Hai Bà Trưng
6.98,108.0,64.63,3,2,Vĩnh Tuy,Hai Bà Trưng
5.9,76.0,77.63,2,2,Vĩnh Tuy,Hai Bà Trưng
6.7,94.0,71.28,3,2,Vĩnh Tuy,Hai Bà Trưng
6.6,114.0,57.9,3,2,Vĩnh Tuy,Hai Bà Trưng
3.7,46.0,80.44,1,1,Vĩnh Tuy,Hai Bà Trưng
13.5,140.0,96.43,4,2,Vĩnh Tuy,Hai Bà Trưng
9.3,100.0,93.0,3,2,Vĩnh Tuy,Hai Bà Trưng
10.0,85.0,117.65,2,2,Bạch Đằng,Hai Bà Trưng
3.8,45.0,84.44,1,1,Vĩnh Tuy,Hai Bà Trưng
6.75,129.0,52.33,4,3,Vĩnh Tuy,Hai Bà Trưng
5.5,100.0,55.0,3,3,Minh Khai,Hai Bà Trưng
5.7,98.0,58.16,2,2,Minh Khai,Hai Bà Trưng
7.85,105.0,74.76,3,2,Vĩnh Tuy,Hai Bà Trưng
1.38,35.0,39.43,1,1,Bách Khoa,Hai Bà Trưng
2.15,48.0,44.79,2,1,Quỳnh Mai,Hai Bà Trưng
7.0,115.0,60.87,3,2,Vĩnh Tuy,Hai Bà Trưng
17.0,162.0,104.94,4,3,Minh Khai,Hai Bà Trưng
8.0,88.0,90.91,2,2,Minh Khai,Hai Bà Trưng
4.25,80.0,53.12,3,2,Minh Khai,Hai Bà Trưng
18.0,150.0,120.0,3,3,Bạch Đằng,Hai Bà Trưng
7.8,112.0,69.64,3,2,Vĩnh Tuy,Hai Bà Trưng
11.5,110.0,104.54,3,2,Vĩnh Tuy,Hai Bà Trưng
5.7,98.0,58.16,2,2,Minh Khai,Hai Bà Trưng
5.5,113.0,48.67,3,2,Đồng Tâm,Hai Bà Trưng
6.4,83.0,77.11,2,2,Vĩnh Tuy,Hai Bà Trưng
7.99,127.8,62.52,3,2,Vĩnh Tuy,Hai Bà Trưng
6.5,98.0,66.33,3,3,Minh Khai,Hai Bà Trưng
4.85,56.0,86.61,3,2,Minh Khai,Hai Bà Trưng
11.0,110.0,100.0,3,2,Vĩnh Tuy,Hai Bà Trưng
6.8,83.0,81.93,2,2,Vĩnh Tuy,Hai Bà Trưng
2.08,35.0,59.43,2,1,Thanh Nhàn,Hai Bà Trưng
3.15,60.0,52.5,2,2,Vĩnh Tuy,Hai Bà Trưng
6.5,128.0,50.78,4,3,Vĩnh Tuy,Hai Bà Trưng
6.85,68.0,100.74,2,2,Vĩnh Tuy,Hai Bà Trưng
8.3,105.0,79.05,3,2,Vĩnh Tuy,Hai Bà Trưng
6.5,108.0,60.18,3,2,Vĩnh Tuy,Hai Bà Trưng
3.85,70.0,55.0,2,1,Thanh Nhàn,Hai Bà Trưng
5.7,82.0,69.51,3,2,Vĩnh Tuy,Hai Bà Trưng
6.54,118.0,55.42,3,2,Vĩnh Tuy,Hai Bà Trưng
3.9,46.7,83.51,1,1,Vĩnh Tuy,Hai Bà Trưng
6.0,73.0,82.19,2,2,Vĩnh Tuy,Hai Bà Trưng
6.8,95.0,71.58,3,2,Vĩnh Tuy,Hai Bà Trưng
6.75,94.7,71.28,3,2,Vĩnh Tuy,Hai Bà Trưng
6.1,78.8,77.41,2,2,Vĩnh Tuy,Hai Bà Trưng
4.0,70.0,57.14,2,2,Vĩnh Tuy,Hai Bà Trưng
6.8,108.0,62.96,3,2,Vĩnh Tuy,Hai Bà Trưng
6.7,95.0,70.53,3,2,Vĩnh Tuy,Hai Bà Trưng
6.5,108.0,60.18,3,2,Vĩnh Tuy,Hai Bà Trưng
3.9,45.0,86.67,1,1,Vĩnh Tuy,Hai Bà Trưng
8.7,150.0,58.0,5,2,Vĩnh Tuy,Hai Bà Trưng
6.3,74.0,85.14,2,2,Vĩnh Tuy,Hai Bà Trưng
1.33,58.0,22.93,2,2,Bách Khoa,Hai Bà Trưng
3.8,100.0,38.0,4,2,Bách Khoa,Hai Bà Trưng
4.7,73.2,64.21,2,2,Vĩnh Tuy,Hai Bà Trưng
8.35,90.0,92.78,3,2,Vĩnh Tuy,Hai Bà Trưng
9.0,118.0,76.27,3,2,Vĩnh Tuy,Hai Bà Trưng
6.8,80.0,85.0,2,2,Vĩnh Tuy,Hai Bà Trưng
7.3,95.0,76.84,3,2,Vĩnh Tuy,Hai Bà Trưng
4.25,70.0,60.71,2,2,Vĩnh Tuy,Hai Bà Trưng
6.5,106.0,61.32,3,3,Minh Khai,Hai Bà Trưng
9.2,107.0,85.98,3,2,Vĩnh Tuy,Hai Bà Trưng
